SalesOrderNumber,SalesOrderLineNumber,OrderDate,CustomerID,Item,Quantity,UnitPrice,TaxAmount
SO21508,1,29-06-2024,CUST1876,Remote Car,9,6.8,3.06
SO21509,3,26-04-2025,CUST1030,Running Shoes,4,37.97,7.59
SO21510,1,12-06-2024,CUST2087,Sunglasses,3,101.72,15.26
SO21511,3,21-09-2024,CUST2618,Bluetooth Speaker,6,781.62,234.49
SO21512,1,10-01-2025,CUST1913,Science Textbook,8,16.92,6.77
SO21513,1,14-06-2024,CUST1533,Car Cover,4,380.21,76.04
SO21514,1,22-10-2024,CUST2941,Nail Polish,6,101.32,30.4
SO21515,3,28-07-2024,CUST1593,Running Shorts,4,278.63,55.73
SO21516,2,21-03-2025,CUST1918,Tire Inflator,6,127.25,38.18
SO21517,4,24-07-2024,CUST1034,Pruning Shears,3,307.9,46.18
SO21518,4,15-07-2024,CUST1033,Sunglasses,9,101.72,45.77
SO21519,2,25-03-2025,CUST1670,Garden Hose,7,137.73,48.21
SO21520,1,08-06-2024,CUST2677,Lipstick,9,132.35,59.56
SO21521,2,27-10-2024,CUST2036,Foundation,6,135.88,40.76
SO21522,2,28-07-2024,CUST1357,Children's Book,5,6.62,1.66
SO21523,1,05-10-2024,CUST1132,Plant Pots,2,316.61,31.66
SO21524,1,03-03-2025,CUST2861,Bluetooth Speaker,2,781.62,78.16
SO21525,2,26-07-2024,CUST2810,Perfume,8,48.96,19.58
SO21526,1,08-12-2024,CUST1555,Running Shoes,1,37.97,1.9
SO21527,1,09-07-2024,CUST1328,Moisturizer,2,145.13,14.51
SO21528,3,20-12-2024,CUST2663,Car Cover,6,380.21,114.06
SO21529,1,24-02-2025,CUST2012,Tire Inflator,3,127.25,19.09
SO21530,3,04-07-2024,CUST1293,Blender,4,265.85,53.17
SO21531,4,20-10-2024,CUST2146,Blood Pressure Monitor,2,172.01,17.2
SO21532,2,16-03-2025,CUST1940,Basketball,4,252.86,50.57
SO21533,3,23-12-2024,CUST2448,Perfume,9,48.96,22.03
SO21534,4,26-08-2024,CUST1684,Coffee Maker,8,493.13,197.25
SO21535,2,13-08-2024,CUST2337,Science Textbook,5,16.92,4.23
SO21536,2,15-08-2024,CUST2691,Wireless Earbuds,7,1043.5,365.22
SO21537,3,07-02-2025,CUST1296,Air Purifier,5,471.37,117.84
SO21538,3,03-02-2025,CUST2664,Biography,5,46.3,11.58
SO21539,2,15-04-2025,CUST2575,Foundation,3,135.88,20.38
SO21540,1,02-11-2024,CUST2792,Lipstick,7,132.35,46.32
SO21541,1,10-01-2025,CUST1214,Lipstick,3,132.35,19.85
SO21542,3,25-09-2024,CUST1216,Hand Sanitizer,3,67.13,10.07
SO21543,3,20-05-2025,CUST1790,Yoga Mat,8,127.99,51.2
SO21544,4,31-08-2024,CUST1603,Air Purifier,5,471.37,117.84
SO21545,2,20-08-2024,CUST1701,Yoga Mat,2,127.99,12.8
SO21546,4,13-03-2025,CUST1795,Air Purifier,6,471.37,141.41
SO21547,4,17-08-2024,CUST2307,Blood Pressure Monitor,1,172.01,8.6
SO21548,2,25-05-2025,CUST2416,Tennis Racket,6,152.03,45.61
SO21549,4,19-02-2025,CUST2897,Jacket,3,178.65,26.8
SO21550,1,30-11-2024,CUST2319,Building Blocks,3,58.63,8.79
SO21551,4,24-03-2025,CUST1954,Microwave,2,306.02,30.6
SO21552,3,06-04-2025,CUST2271,Pruning Shears,3,307.9,46.18
SO21553,2,25-10-2024,CUST2771,Tire Inflator,9,127.25,57.26
SO21554,3,07-08-2024,CUST1753,Jacket,1,178.65,8.93
SO21555,3,06-09-2024,CUST1641,Car Vacuum,7,98.41,34.44
SO21556,4,27-09-2024,CUST2077,Air Purifier,6,471.37,141.41
SO21557,2,13-12-2024,CUST1123,Science Textbook,8,16.92,6.77
SO21558,1,06-05-2025,CUST2257,Action Figure,2,60.65,6.06
SO21559,4,26-03-2025,CUST1752,Blood Pressure Monitor,3,172.01,25.8
SO21560,1,24-06-2024,CUST1447,Moisturizer,4,145.13,29.03
SO21561,4,04-11-2024,CUST2822,Sunglasses,1,101.72,5.09
SO21562,2,15-12-2024,CUST1039,Sunglasses,8,101.72,40.69
SO21563,2,27-10-2024,CUST1881,Coffee Maker,5,493.13,123.28
SO21564,2,11-09-2024,CUST2900,Microwave,2,306.02,30.6
SO21565,4,05-09-2024,CUST2422,Plant Pots,8,316.61,126.64
SO21566,2,01-01-2025,CUST2884,Foundation,4,135.88,27.18
SO21567,3,06-09-2024,CUST2224,Garden Hose,2,137.73,13.77
SO21568,3,09-09-2024,CUST1599,Tennis Racket,6,152.03,45.61
SO21569,3,12-01-2025,CUST2317,Basketball,1,252.86,12.64
SO21570,1,19-08-2024,CUST2028,Air Purifier,2,471.37,47.14
SO21571,4,19-05-2025,CUST1366,Hand Sanitizer,7,67.13,23.5
SO21572,1,08-12-2024,CUST2398,Bluetooth Speaker,2,781.62,78.16
SO21573,4,13-12-2024,CUST2131,Perfume,2,48.96,4.9
SO21574,1,13-08-2024,CUST1144,Running Shorts,9,278.63,125.38
SO21575,2,12-11-2024,CUST1090,Vitamin Supplements,7,247.52,86.63
SO21576,4,19-08-2024,CUST2366,Vitamin Supplements,9,247.52,111.38
SO21577,4,07-12-2024,CUST2034,Action Figure,1,60.65,3.03
SO21578,4,21-04-2025,CUST1315,Garden Hose,3,137.73,20.66
SO21579,2,27-07-2024,CUST1143,GPS Navigator,3,379.55,56.93
SO21580,1,21-12-2024,CUST1441,First Aid Kit,1,102.73,5.14
SO21581,1,26-07-2024,CUST1800,Fertilizer,2,77.63,7.76
SO21582,1,24-01-2025,CUST1036,Nail Polish,3,101.32,15.2
SO21583,3,29-11-2024,CUST2100,Doll,2,31.13,3.11
SO21584,3,29-03-2025,CUST2550,Remote Car,6,6.8,2.04
SO21585,3,30-12-2024,CUST1420,Lawn Mower,9,312.5,140.62
SO21586,1,25-10-2024,CUST2069,T-Shirt,8,74.96,29.98
SO21587,2,18-08-2024,CUST2432,Coffee Maker,6,493.13,147.94
SO21588,1,02-02-2025,CUST1556,Remote Car,9,6.8,3.06
SO21589,3,14-05-2025,CUST2074,Plant Pots,4,316.61,63.32
SO21590,4,01-07-2024,CUST1902,GPS Navigator,7,379.55,132.84
SO21591,4,19-08-2024,CUST1802,Fertilizer,6,77.63,23.29
SO21592,2,11-01-2025,CUST2787,Mystery Novel,9,54.28,24.43
SO21593,4,31-01-2025,CUST2313,Garden Hose,2,137.73,13.77
SO21594,1,15-12-2024,CUST2045,Bluetooth Speaker,1,781.62,39.08
SO21595,4,25-03-2025,CUST1944,Dash Cam,7,330.24,115.58
SO21596,4,20-09-2024,CUST2842,Nail Polish,1,101.32,5.07
SO21597,1,23-05-2025,CUST2108,First Aid Kit,4,102.73,20.55
SO21598,3,26-01-2025,CUST2107,Sunglasses,7,101.72,35.6
SO21599,3,19-12-2024,CUST1846,Foundation,4,135.88,27.18
SO21600,1,19-07-2024,CUST1519,Lipstick,2,132.35,13.24
SO21601,3,31-08-2024,CUST1832,GPS Navigator,3,379.55,56.93
SO21602,1,26-01-2025,CUST2110,Foundation,6,135.88,40.76
SO21603,1,31-10-2024,CUST1074,Garden Hose,7,137.73,48.21
SO21604,4,19-04-2025,CUST1321,Vitamin Supplements,1,247.52,12.38
SO21605,2,11-07-2024,CUST2966,Thermometer,1,245.46,12.27
SO21606,1,06-02-2025,CUST2564,GPS Navigator,1,379.55,18.98
SO21607,1,23-10-2024,CUST2793,Football,2,54.37,5.44
SO21608,3,25-03-2025,CUST1720,Fertilizer,8,77.63,31.05
SO21609,4,11-05-2025,CUST1145,Dash Cam,7,330.24,115.58
SO21610,3,21-08-2024,CUST2425,Car Vacuum,4,98.41,19.68
SO21611,1,01-01-2025,CUST2211,Science Textbook,9,16.92,7.61
SO21612,3,09-01-2025,CUST2836,Bluetooth Speaker,8,781.62,312.65
SO21613,1,09-10-2024,CUST2702,Fertilizer,5,77.63,19.41
SO21614,1,21-05-2025,CUST1136,Laptop,5,1357.95,339.49
SO21615,4,26-12-2024,CUST2241,Mystery Novel,6,54.28,16.28
SO21616,1,30-12-2024,CUST2032,Hand Sanitizer,3,67.13,10.07
SO21617,1,18-07-2024,CUST1108,Smartwatch,5,1166.83,291.71
SO21618,1,06-01-2025,CUST1793,Basketball,2,252.86,25.29
SO21619,2,07-12-2024,CUST1894,Garden Hose,6,137.73,41.32
SO21620,3,19-01-2025,CUST2762,Microwave,4,306.02,61.2
SO21621,1,12-05-2025,CUST1036,Thermometer,2,245.46,24.55
SO21622,1,16-04-2025,CUST2968,Nail Polish,6,101.32,30.4
SO21623,3,05-01-2025,CUST1276,Science Textbook,2,16.92,1.69
SO21624,3,29-04-2025,CUST1676,Microwave,6,306.02,91.81
SO21625,2,02-03-2025,CUST1124,Tennis Racket,5,152.03,38.01
SO21626,3,09-07-2024,CUST1946,Garden Hose,7,137.73,48.21
SO21627,2,10-07-2024,CUST2472,Remote Car,7,6.8,2.38
SO21628,1,06-07-2024,CUST1325,Football,4,54.37,10.87
SO21629,3,04-10-2024,CUST2301,Science Textbook,6,16.92,5.08
SO21630,2,02-09-2024,CUST1860,Building Blocks,7,58.63,20.52
SO21631,2,15-09-2024,CUST2477,Car Vacuum,1,98.41,4.92
SO21632,2,20-09-2024,CUST2235,Basketball,7,252.86,88.5
SO21633,2,10-06-2024,CUST2802,Wireless Earbuds,4,1043.5,208.7
SO21634,2,10-12-2024,CUST1643,Air Purifier,4,471.37,94.27
SO21635,2,06-10-2024,CUST1319,Smartphone,1,893.23,44.66
SO21636,1,15-12-2024,CUST2798,Nail Polish,9,101.32,45.59
SO21637,2,01-10-2024,CUST2649,Coffee Maker,8,493.13,197.25
SO21638,2,05-04-2025,CUST1588,T-Shirt,9,74.96,33.73
SO21639,2,17-10-2024,CUST1839,Microwave,5,306.02,76.5
SO21640,1,30-12-2024,CUST1803,Bluetooth Speaker,6,781.62,234.49
SO21641,1,27-01-2025,CUST1948,Running Shoes,7,37.97,13.29
SO21642,3,02-08-2024,CUST1205,Microwave,2,306.02,30.6
SO21643,2,02-10-2024,CUST2846,Foundation,9,135.88,61.15
SO21644,1,16-11-2024,CUST1269,Fertilizer,6,77.63,23.29
SO21645,2,26-03-2025,CUST1823,Lawn Mower,5,312.5,78.12
SO21646,1,30-03-2025,CUST1043,Children's Book,6,6.62,1.99
SO21647,2,07-05-2025,CUST1961,Tire Inflator,9,127.25,57.26
SO21648,2,23-11-2024,CUST2722,Building Blocks,2,58.63,5.86
SO21649,3,20-12-2024,CUST2550,Jacket,4,178.65,35.73
SO21650,4,27-04-2025,CUST1162,Moisturizer,2,145.13,14.51
SO21651,4,02-07-2024,CUST2740,Vacuum Cleaner,9,111.58,50.21
SO21652,3,04-10-2024,CUST1079,Doll,4,31.13,6.23
SO21653,2,08-04-2025,CUST2561,First Aid Kit,8,102.73,41.09
SO21654,1,20-06-2024,CUST1832,Blender,9,265.85,119.63
SO21655,1,29-06-2024,CUST2466,Blender,4,265.85,53.17
SO21656,4,26-02-2025,CUST1951,Laptop,3,1357.95,203.69
SO21657,1,31-10-2024,CUST2516,Smartwatch,1,1166.83,58.34
SO21658,1,25-08-2024,CUST2580,Hand Sanitizer,8,67.13,26.85
SO21659,3,01-06-2024,CUST1664,Doll,7,31.13,10.9
SO21660,1,30-08-2024,CUST1984,Running Shorts,3,278.63,41.79
SO21661,1,19-07-2024,CUST1732,Laptop,9,1357.95,611.08
SO21662,3,22-05-2025,CUST1807,Science Textbook,5,16.92,4.23
SO21663,4,27-01-2025,CUST2853,Plant Pots,5,316.61,79.15
SO21664,1,24-07-2024,CUST1190,Smartwatch,1,1166.83,58.34
SO21665,2,21-05-2025,CUST1798,Lawn Mower,5,312.5,78.12
SO21666,2,13-03-2025,CUST2435,Nail Polish,6,101.32,30.4
SO21667,3,09-07-2024,CUST1405,Tire Inflator,1,127.25,6.36
SO21668,4,06-12-2024,CUST1861,Perfume,1,48.96,2.45
SO21669,3,03-06-2024,CUST2714,Perfume,7,48.96,17.14
SO21670,4,30-08-2024,CUST2505,Microwave,1,306.02,15.3
SO21671,2,03-04-2025,CUST2003,Tire Inflator,3,127.25,19.09
SO21672,1,16-07-2024,CUST2504,GPS Navigator,1,379.55,18.98
SO21673,1,30-05-2024,CUST2429,First Aid Kit,8,102.73,41.09
SO21674,2,25-09-2024,CUST1025,Bluetooth Speaker,6,781.62,234.49
SO21675,4,26-11-2024,CUST1760,Mystery Novel,3,54.28,8.14
SO21676,2,13-05-2025,CUST2818,Building Blocks,9,58.63,26.38
SO21677,4,18-04-2025,CUST1146,Smartwatch,3,1166.83,175.02
SO21678,3,19-12-2024,CUST1274,Basketball,9,252.86,113.79
SO21679,3,16-12-2024,CUST1344,Hand Sanitizer,1,67.13,3.36
SO21680,4,03-08-2024,CUST2430,Tire Inflator,8,127.25,50.9
SO21681,2,01-10-2024,CUST1418,Mystery Novel,3,54.28,8.14
SO21682,3,26-05-2025,CUST2373,Laptop,2,1357.95,135.8
SO21683,1,23-09-2024,CUST1867,Children's Book,5,6.62,1.66
SO21684,2,20-04-2025,CUST2898,Vitamin Supplements,5,247.52,61.88
SO21685,1,16-12-2024,CUST1492,Blood Pressure Monitor,7,172.01,60.2
SO21686,4,19-10-2024,CUST2161,Children's Book,2,6.62,0.66
SO21687,2,15-08-2024,CUST2984,Vitamin Supplements,7,247.52,86.63
SO21688,4,02-09-2024,CUST2187,Mystery Novel,7,54.28,19
SO21689,3,04-05-2025,CUST1114,Vitamin Supplements,9,247.52,111.38
SO21690,1,15-02-2025,CUST1273,T-Shirt,3,74.96,11.24
SO21691,2,15-07-2024,CUST2573,Dash Cam,2,330.24,33.02
SO21692,4,16-04-2025,CUST2634,Smartwatch,9,1166.83,525.07
SO21693,4,31-03-2025,CUST1623,Mystery Novel,9,54.28,24.43
SO21694,4,09-03-2025,CUST1107,Plant Pots,9,316.61,142.47
SO21695,3,18-09-2024,CUST1590,Thermometer,5,245.46,61.36
SO21696,3,08-10-2024,CUST1212,Nail Polish,7,101.32,35.46
SO21697,2,11-10-2024,CUST2729,Remote Car,8,6.8,2.72
SO21698,2,29-08-2024,CUST1541,Smartwatch,8,1166.83,466.73
SO21699,1,01-10-2024,CUST1309,Car Cover,9,380.21,171.09
SO21700,1,24-12-2024,CUST2809,Jacket,8,178.65,71.46
SO21701,1,05-10-2024,CUST1646,Moisturizer,3,145.13,21.77
SO21702,1,06-05-2025,CUST2882,Vacuum Cleaner,5,111.58,27.9
SO21703,2,28-11-2024,CUST1049,GPS Navigator,1,379.55,18.98
SO21704,3,23-11-2024,CUST1152,T-Shirt,4,74.96,14.99
SO21705,2,08-10-2024,CUST2949,Bluetooth Speaker,7,781.62,273.57
SO21706,2,16-08-2024,CUST2257,Vacuum Cleaner,1,111.58,5.58
SO21707,3,02-05-2025,CUST1327,Remote Car,4,6.8,1.36
SO21708,1,06-04-2025,CUST2882,Running Shoes,4,37.97,7.59
SO21709,2,28-02-2025,CUST1597,Garden Hose,9,137.73,61.98
SO21710,1,21-09-2024,CUST2337,Bluetooth Speaker,7,781.62,273.57
SO21711,4,13-12-2024,CUST1766,Dash Cam,5,330.24,82.56
SO21712,3,12-02-2025,CUST1292,Basketball,4,252.86,50.57
SO21713,4,18-10-2024,CUST2889,Pruning Shears,6,307.9,92.37
SO21714,1,31-05-2024,CUST2865,Fertilizer,1,77.63,3.88
SO21715,2,22-03-2025,CUST1641,Children's Book,3,6.62,0.99
SO21716,3,20-01-2025,CUST1985,Smartwatch,9,1166.83,525.07
SO21717,2,19-07-2024,CUST1662,Sunglasses,8,101.72,40.69
SO21718,4,30-12-2024,CUST1904,Microwave,7,306.02,107.11
SO21719,2,15-08-2024,CUST1399,Action Figure,7,60.65,21.23
SO21720,3,01-06-2024,CUST2955,Cookbook,2,42.12,4.21
SO21721,1,14-06-2024,CUST2325,Jacket,2,178.65,17.87
SO21722,3,23-04-2025,CUST1396,Vitamin Supplements,8,247.52,99.01
SO21723,3,25-05-2025,CUST2517,Mystery Novel,5,54.28,13.57
SO21724,4,28-08-2024,CUST1638,Fertilizer,7,77.63,27.17
SO21725,2,28-10-2024,CUST1883,Microwave,5,306.02,76.5
SO21726,2,14-08-2024,CUST2357,Air Purifier,8,471.37,188.55
SO21727,1,11-08-2024,CUST2578,Basketball,2,252.86,25.29
SO21728,3,01-12-2024,CUST2144,Yoga Mat,8,127.99,51.2
SO21729,2,20-07-2024,CUST1559,Air Purifier,3,471.37,70.71
SO21730,1,05-06-2024,CUST1665,Children's Book,6,6.62,1.99
SO21731,1,04-11-2024,CUST2241,Running Shorts,6,278.63,83.59
SO21732,3,18-11-2024,CUST1271,Vacuum Cleaner,5,111.58,27.9
SO21733,3,04-05-2025,CUST2976,Puzzle,2,53.84,5.38
SO21734,4,11-06-2024,CUST2080,Cookbook,9,42.12,18.95
SO21735,1,17-12-2024,CUST2676,Moisturizer,2,145.13,14.51
SO21736,2,14-01-2025,CUST1788,Basketball,1,252.86,12.64
SO21737,4,15-10-2024,CUST2113,Sunglasses,6,101.72,30.52
SO21738,1,24-03-2025,CUST2207,Children's Book,6,6.62,1.99
SO21739,1,30-05-2024,CUST2085,Puzzle,5,53.84,13.46
SO21740,1,09-01-2025,CUST2410,Bluetooth Speaker,4,781.62,156.32
SO21741,4,11-08-2024,CUST1464,Pruning Shears,7,307.9,107.76
SO21742,3,04-06-2024,CUST1383,Running Shoes,9,37.97,17.09
SO21743,4,11-02-2025,CUST2307,Tire Inflator,9,127.25,57.26
SO21744,2,15-08-2024,CUST2536,Basketball,7,252.86,88.5
SO21745,2,01-09-2024,CUST2884,Laptop,9,1357.95,611.08
SO21746,3,10-08-2024,CUST1620,Children's Book,3,6.62,0.99
SO21747,4,27-01-2025,CUST2665,Building Blocks,4,58.63,11.73
SO21748,1,20-05-2025,CUST2765,Blender,2,265.85,26.59
SO21749,2,13-10-2024,CUST2732,Bluetooth Speaker,4,781.62,156.32
SO21750,1,05-08-2024,CUST2930,Laptop,6,1357.95,407.39
SO21751,4,09-05-2025,CUST1580,Vacuum Cleaner,9,111.58,50.21
SO21752,4,24-03-2025,CUST1863,Foundation,9,135.88,61.15
SO21753,2,15-07-2024,CUST2306,Running Shorts,4,278.63,55.73
SO21754,3,12-07-2024,CUST2683,Sunglasses,9,101.72,45.77
SO21755,3,22-04-2025,CUST2024,Hand Sanitizer,3,67.13,10.07
SO21756,4,14-04-2025,CUST1310,GPS Navigator,9,379.55,170.8
SO21757,4,21-12-2024,CUST2874,Car Vacuum,9,98.41,44.28
SO21758,2,12-11-2024,CUST2974,Air Purifier,7,471.37,164.98
SO21759,2,19-01-2025,CUST2527,Smartwatch,5,1166.83,291.71
SO21760,1,01-08-2024,CUST1406,Blender,6,265.85,79.76
SO21761,2,21-08-2024,CUST2772,Doll,9,31.13,14.01
SO21762,1,12-10-2024,CUST1045,Fertilizer,4,77.63,15.53
SO21763,1,11-11-2024,CUST1171,Smartphone,1,893.23,44.66
SO21764,4,07-10-2024,CUST2086,Sunglasses,3,101.72,15.26
SO21765,2,09-11-2024,CUST2956,Jeans,4,102.22,20.44
SO21766,2,28-08-2024,CUST1774,Perfume,8,48.96,19.58
SO21767,2,10-02-2025,CUST1282,Sunglasses,7,101.72,35.6
SO21768,4,01-12-2024,CUST1068,Building Blocks,3,58.63,8.79
SO21769,2,09-08-2024,CUST2468,Lawn Mower,4,312.5,62.5
SO21770,3,04-11-2024,CUST1520,Car Cover,2,380.21,38.02
SO21771,1,24-01-2025,CUST2004,Jacket,8,178.65,71.46
SO21772,1,16-06-2024,CUST1275,Running Shoes,4,37.97,7.59
SO21773,1,10-09-2024,CUST2289,Running Shoes,5,37.97,9.49
SO21774,4,29-05-2024,CUST2020,Perfume,9,48.96,22.03
SO21775,3,26-01-2025,CUST2922,Vacuum Cleaner,3,111.58,16.74
SO21776,1,21-03-2025,CUST1766,Building Blocks,6,58.63,17.59
SO21777,2,23-06-2024,CUST2458,Puzzle,9,53.84,24.23
SO21778,3,06-03-2025,CUST1064,Lipstick,3,132.35,19.85
SO21779,1,19-04-2025,CUST2188,Bluetooth Speaker,6,781.62,234.49
SO21780,1,22-10-2024,CUST2107,Moisturizer,3,145.13,21.77
SO21781,2,13-11-2024,CUST1910,Cookbook,8,42.12,16.85
SO21782,1,24-05-2025,CUST1829,Hand Sanitizer,4,67.13,13.43
SO21783,1,31-10-2024,CUST1771,Vacuum Cleaner,6,111.58,33.47
SO21784,2,26-07-2024,CUST1979,Cookbook,5,42.12,10.53
SO21785,1,09-01-2025,CUST1228,Plant Pots,5,316.61,79.15
SO21786,4,26-01-2025,CUST2976,Football,5,54.37,13.59
SO21787,2,12-01-2025,CUST2722,Running Shoes,7,37.97,13.29
SO21788,1,21-03-2025,CUST1567,Sunglasses,3,101.72,15.26
SO21789,4,13-10-2024,CUST2303,Garden Hose,3,137.73,20.66
SO21790,4,07-06-2024,CUST1689,Building Blocks,6,58.63,17.59
SO21791,1,09-08-2024,CUST1385,Jacket,3,178.65,26.8
SO21792,4,15-07-2024,CUST2343,Moisturizer,8,145.13,58.05
SO21793,1,08-05-2025,CUST1765,Smartwatch,8,1166.83,466.73
SO21794,3,12-12-2024,CUST2823,Remote Car,2,6.8,0.68
SO21795,1,08-08-2024,CUST2121,Coffee Maker,6,493.13,147.94
SO21796,4,25-06-2024,CUST2361,Cookbook,9,42.12,18.95
SO21797,2,04-10-2024,CUST1394,Jacket,8,178.65,71.46
SO21798,2,12-07-2024,CUST2361,Tennis Racket,8,152.03,60.81
SO21799,1,24-03-2025,CUST1993,Children's Book,2,6.62,0.66
SO21800,1,12-12-2024,CUST1975,Jacket,5,178.65,44.66
SO21801,3,27-11-2024,CUST1133,Jacket,8,178.65,71.46
SO21802,3,15-12-2024,CUST2179,Fertilizer,7,77.63,27.17
SO21803,1,26-04-2025,CUST1406,Perfume,6,48.96,14.69
SO21804,3,16-06-2024,CUST2171,First Aid Kit,2,102.73,10.27
SO21805,2,12-07-2024,CUST2565,Jeans,2,102.22,10.22
SO21806,1,25-08-2024,CUST2877,Running Shorts,4,278.63,55.73
SO21807,1,13-06-2024,CUST1742,Laptop,5,1357.95,339.49
SO21808,1,31-08-2024,CUST1490,Air Purifier,3,471.37,70.71
SO21809,3,31-07-2024,CUST2911,Microwave,2,306.02,30.6
SO21810,4,07-12-2024,CUST2348,Wireless Earbuds,4,1043.5,208.7
SO21811,3,28-05-2024,CUST1680,Plant Pots,6,316.61,94.98
SO21812,2,29-04-2025,CUST1619,Pruning Shears,1,307.9,15.4
SO21813,4,25-10-2024,CUST2902,Nail Polish,9,101.32,45.59
SO21814,1,20-04-2025,CUST2790,Hand Sanitizer,4,67.13,13.43
SO21815,1,11-02-2025,CUST2680,Tennis Racket,7,152.03,53.21
SO21816,4,04-05-2025,CUST1997,Tire Inflator,4,127.25,25.45
SO21817,1,02-04-2025,CUST2244,Lipstick,3,132.35,19.85
SO21818,2,05-11-2024,CUST1532,Tennis Racket,4,152.03,30.41
SO21819,2,11-07-2024,CUST2050,Plant Pots,6,316.61,94.98
SO21820,4,02-08-2024,CUST2248,Children's Book,8,6.62,2.65
SO21821,3,13-01-2025,CUST2374,Plant Pots,3,316.61,47.49
SO21822,3,28-08-2024,CUST2570,Garden Hose,4,137.73,27.55
SO21823,4,01-10-2024,CUST2574,Running Shoes,8,37.97,15.19
SO21824,4,20-05-2025,CUST2187,Lipstick,3,132.35,19.85
SO21825,4,21-03-2025,CUST2218,Children's Book,5,6.62,1.66
SO21826,4,25-01-2025,CUST2525,Vacuum Cleaner,3,111.58,16.74
SO21827,3,02-03-2025,CUST1709,Dash Cam,5,330.24,82.56
SO21828,4,30-11-2024,CUST2400,Fertilizer,3,77.63,11.64
SO21829,1,20-01-2025,CUST2719,Plant Pots,5,316.61,79.15
SO21830,4,23-09-2024,CUST1893,Lawn Mower,7,312.5,109.38
SO21831,3,26-01-2025,CUST1797,Wireless Earbuds,9,1043.5,469.58
SO21832,1,07-07-2024,CUST2500,Basketball,5,252.86,63.22
SO21833,4,21-03-2025,CUST2256,Laptop,7,1357.95,475.28
SO21834,1,30-10-2024,CUST1358,T-Shirt,9,74.96,33.73
SO21835,4,07-02-2025,CUST2429,First Aid Kit,6,102.73,30.82
SO21836,3,06-05-2025,CUST2467,Doll,6,31.13,9.34
SO21837,3,31-07-2024,CUST1442,Air Purifier,1,471.37,23.57
SO21838,4,03-02-2025,CUST2052,Football,7,54.37,19.03
SO21839,4,08-11-2024,CUST2976,Jacket,8,178.65,71.46
SO21840,3,08-05-2025,CUST1651,Car Vacuum,7,98.41,34.44
SO21841,4,17-02-2025,CUST2075,Doll,1,31.13,1.56
SO21842,1,16-01-2025,CUST2725,Action Figure,8,60.65,24.26
SO21843,1,18-02-2025,CUST2899,Laptop,8,1357.95,543.18
SO21844,2,16-09-2024,CUST2171,Smartphone,5,893.23,223.31
SO21845,3,14-09-2024,CUST1523,Car Cover,4,380.21,76.04
SO21846,2,05-08-2024,CUST2980,Plant Pots,6,316.61,94.98
SO21847,4,11-04-2025,CUST1380,Running Shorts,3,278.63,41.79
SO21848,1,21-05-2025,CUST2482,Tire Inflator,5,127.25,31.81
SO21849,3,06-09-2024,CUST1652,Science Textbook,9,16.92,7.61
SO21850,3,24-12-2024,CUST2950,Puzzle,4,53.84,10.77
SO21851,4,12-05-2025,CUST1228,Plant Pots,4,316.61,63.32
SO21852,2,29-01-2025,CUST2152,First Aid Kit,1,102.73,5.14
SO21853,3,25-07-2024,CUST1735,Car Cover,5,380.21,95.05
SO21854,1,02-09-2024,CUST1729,Running Shorts,1,278.63,13.93
SO21855,2,10-12-2024,CUST2040,Air Purifier,2,471.37,47.14
SO21856,4,25-09-2024,CUST2647,Laptop,4,1357.95,271.59
SO21857,3,14-03-2025,CUST1910,T-Shirt,6,74.96,22.49
SO21858,4,26-08-2024,CUST2642,Running Shoes,7,37.97,13.29
SO21859,1,16-08-2024,CUST2710,Jeans,5,102.22,25.56
SO21860,1,18-12-2024,CUST2096,Yoga Mat,9,127.99,57.6
SO21861,3,25-06-2024,CUST1968,Tire Inflator,3,127.25,19.09
SO21862,1,27-04-2025,CUST2406,Foundation,6,135.88,40.76
SO21863,1,04-12-2024,CUST1966,Bluetooth Speaker,5,781.62,195.4
SO21864,2,03-04-2025,CUST2051,T-Shirt,1,74.96,3.75
SO21865,2,16-02-2025,CUST2931,Vacuum Cleaner,8,111.58,44.63
SO21866,1,04-12-2024,CUST2560,Perfume,2,48.96,4.9
SO21867,1,09-04-2025,CUST1536,Blood Pressure Monitor,6,172.01,51.6
SO21868,3,02-09-2024,CUST2648,Wireless Earbuds,4,1043.5,208.7
SO21869,3,04-07-2024,CUST1267,Hand Sanitizer,2,67.13,6.71
SO21870,3,01-08-2024,CUST2672,Running Shoes,9,37.97,17.09
SO21871,1,13-12-2024,CUST2008,Basketball,8,252.86,101.14
SO21872,1,11-11-2024,CUST2116,Lawn Mower,3,312.5,46.88
SO21873,4,21-06-2024,CUST1843,T-Shirt,7,74.96,26.24
SO21874,4,29-04-2025,CUST2359,Action Figure,1,60.65,3.03
SO21875,2,13-07-2024,CUST2859,Thermometer,2,245.46,24.55
SO21876,1,20-03-2025,CUST1360,Lawn Mower,2,312.5,31.25
SO21877,1,22-03-2025,CUST2555,GPS Navigator,6,379.55,113.86
SO21878,1,30-12-2024,CUST1384,Lawn Mower,6,312.5,93.75
SO21879,4,21-03-2025,CUST2115,Smartwatch,1,1166.83,58.34
SO21880,2,11-05-2025,CUST1148,Action Figure,6,60.65,18.2
SO21881,4,26-07-2024,CUST1204,Science Textbook,6,16.92,5.08
SO21882,3,31-03-2025,CUST2997,Lawn Mower,2,312.5,31.25
